_b_tipo_prop,_c_tipo_oper,_d_prov_data,_e_partido_data,_f_localidad_data,_g_barrio_data,_h_dormi,_i_currency,_j_prop_price,_k_sup_prop,_l_old_prop,_m_dispo_prop,_n_bath_amount,_o_link_prop,_z_title
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,108000,70 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando--7462617,"Local en Alquiler en San Fernando, Buenos Aires"
Galpon,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,USD,750000,1.200 m²,,,,https://www.argenprop.com/galpon-en-venta-en-san-fernando-vias-centro--5430408,"Galpón en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,95000,1,Interno,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7925503,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,235000,3,,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--6411975,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,95000,68 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-3-ambientes--7772025,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,165000,110 m²,1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--4107780,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,3,USD,305000,162 m²,A estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-2-ambientes--6711787,"Casa en Venta en San Fernando Vias  /  Libertador, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,220000,155 m²,1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--7609518,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,1,USD,118000,1,1,,,https://www.argenprop.com/departamento-en-venta-en-victoria-2-ambientes--7345866,"Departamento en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,2,USD,390000,220 m²,A Estrenar,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-3-ambientes--7325734,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,27000,49 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando--7749427,"Local en Alquiler en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,190000,110 m²,40 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-4-ambientes--7831651,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Ph,Venta,Buenos Aires,San Fernando,Victoria,,,USD,140000,Excelente,,,,https://www.argenprop.com/ph-en-venta-en-victoria--7263374,"Ph en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,170000,66 m²,35 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6219329,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,100000,50 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7830023,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,330000,147 m²,40 años,2,Con dependencia,https://www.argenprop.com/casa-en-venta-en-victoria-3-ambientes--5551544,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,3,USD,360000,240 m²,50 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-4-ambientes--7808049,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Casa,Alquiler,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Bahia Del Sol,6,USD,5500,700 m²,2011 años,8,Con dependencia,https://www.argenprop.com/casa-en-alquiler-en-bahia-del-sol-12-ambientes--6252103,"Casa en Alquiler en Bahia Del Sol, Countries y Barrios Cerrados San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,187000,90 m²,A estrenar,,,https://www.argenprop.com/casa-en-venta-en-san-fernando--5582591,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,La Damasia,4,USD,490000,200 m²,A Estrenar,3,,https://www.argenprop.com/casa-en-venta-en-la-damasia-5-ambientes--6403705,"Casa en Venta en La Damasia, Countries y Barrios Cerrados San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,230000,240 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--5793241,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,125000,44 m²,12 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7405774,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,140000,2,1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--7834388,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,160000,64 m²,A Estrenar,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6191312,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,Victoria Barrio Centro,2,USD,190000,65 m²,A Estrenar,Frente,2,https://www.argenprop.com/departamento-en-venta-en-victoria-barrio-centro-3-ambientes--7749428,"Departamento en Venta en Victoria Barrio Centro, Victoria"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,65000,Via Publica,110 m²,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--6739173,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,Victoria,,2,USD,158000,46 m²,40 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-victoria-3-ambientes--6252823,"Departamento en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,128000,52 m²,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--6519900,"Departamento en Venta en San Fernando, Buenos Aires"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,44000,56 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando--7370323,"Local en Alquiler en San Fernando, Buenos Aires"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,,$,50000,Via Pública,121 m2,,,https://www.argenprop.com/local-en-alquiler-en-punta-chica--6767231,"Local en Alquiler en Punta Chica, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,,$,22500,Via Pública,1,27 m2,,https://www.argenprop.com/local-en-alquiler-en-punta-chica--7343972,"Local en Alquiler en Punta Chica, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,,$,62000,Muy Bueno,,,,https://www.argenprop.com/local-en-alquiler-en-punta-chica--6712224,"Local en Alquiler en Punta Chica, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,Punta Chica,,$,0,Via Pública,555 m2,,,https://www.argenprop.com/local-en-alquiler-en-punta-chica--6712167,"Local en Alquiler en Punta Chica, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,350000,3,2,,,https://www.argenprop.com/casa-en-venta-en-victoria-4-ambientes--5936576,"Casa en Venta en Victoria, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,3,USD,420000,230 m²,A Estrenar,4,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-4-ambientes--5870098,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,155000,65 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6113494,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,110000,55 m²,10 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-3-ambientes--6123964,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,115000,46 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7934153,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,2,USD,185000,60 m²,6 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-libertador-3-ambientes--7757196,"Departamento en Venta en San Fernando Vias  /  Libertador, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,USD,105000,28 m²,Contrafrente,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-libertador--5533552,"Departamento en Venta en San Fernando Vias  /  Libertador, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,3,USD,430000,220 m²,10 años,2,,https://www.argenprop.com/casa-en-venta-en-punta-chica-5-ambientes--7757182,"Casa en Venta en Punta Chica, San Fernando"
Departamento,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,$,10000,25 m²,A Estrenar,Apto Profesional,1,https://www.argenprop.com/departamento-en-alquiler-en-san-fernando-vias-centro-1-ambiente--7847780,"Departamento en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,,,$,33000,,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando--6127962,"Local en Alquiler en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,230000,70 m²,A Estrenar,2,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-3-ambientes--7757204,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,95000,270 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--7120484,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,120000,45 m²,1 año,Apto Profesional,Frente,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7023024,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,Punta Chica,2,USD,370000,103 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-punta-chica-3-ambientes--7757130,"Casa en Venta en Punta Chica, San Fernando"
Local,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,400000,2,,,,https://www.argenprop.com/local-en-venta-en-san-fernando--6505330,"Local en Venta en San Fernando, Buenos Aires"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador,,USD,240000,,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando-vias-libertador--7377326,"Terreno en Venta en San Fernando Vias  /  Libertador, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,620000,207 m²,A Estrenar,3,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--4326715,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,330000,3,1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--6245753,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,8,USD,390000,400 m²,A estrenar,6,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-10-ambientes--6408879,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,98000,"81,96 m²",1,,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--5069897,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,34000,20 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-1-ambiente--7869531,"Departamento en Venta en San Fernando, Buenos Aires"
Local,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,295000,Muy Bueno,,,,https://www.argenprop.com/local-en-venta-en-san-fernando--7867247,"Local en Venta en San Fernando, Buenos Aires"
Local,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,$,29000,33 m2,,,,https://www.argenprop.com/local-en-alquiler-en-san-fernando-vias-centro--7410746,"Local en Alquiler en San Fernando Vias  /  Centro, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,470000,10 m,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--7702321,"Terreno en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,190000,120 m²,A Estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-4-ambientes--6412870,"Casa en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,105000,47 m²,9 años,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7821830,"Departamento en Venta en San Fernando, Buenos Aires"
Local,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,,USD,410000,1,,,,https://www.argenprop.com/local-en-venta-en-san-fernando-vias-centro--7099807,"Local en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,95000,50 m²,,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando--7814695,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,2,USD,175000,90 m²,A Estrenar,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-3-ambientes--5593360,"Casa en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Marina Del Sol,4,USD,890000,440 m²,35 años,6,Con dependencia,https://www.argenprop.com/casa-en-venta-en-marina-del-sol-12-ambientes--6674387,"Casa en Venta en Marina Del Sol, Countries y Barrios Cerrados San Fernando"
Casa,Venta,Buenos Aires,San Fernando,Victoria,,3,USD,400000,150 m²,2,,,https://www.argenprop.com/casa-en-venta-en-victoria--6149443,"Casa en Venta en Victoria, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,1,USD,85000,44 m²,A Estrenar,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-vias-centro-2-ambientes--7761436,"Departamento en Venta en San Fernando Vias  /  Centro, San Fernando"
Galpon,Alquiler,Buenos Aires,San Fernando,San Fernando,San Fernando Carupa,,$,90000,788 m²,,,,https://www.argenprop.com/galpon-en-alquiler-en-san-fernando-carupa--7131519,"Galpón en Alquiler en San Fernando Carupa, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,185000,85 m²,A estrenar,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-3-ambientes--6646052,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,155000,135 m²,30 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-centro-3-ambientes--7348298,"Casa en Venta en San Fernando Vias  /  Centro, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,110000,51 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7609524,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Alquiler,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Bahia Del Sol,6,USD,5500,800 m²,15 años,8,,https://www.argenprop.com/casa-en-alquiler-en-bahia-del-sol--7617197,"Casa en Alquiler en Bahia Del Sol, Countries y Barrios Cerrados San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,3,USD,300000,85 m²,10 años,Frente,2,https://www.argenprop.com/departamento-en-venta-en-san-fernando-4-ambientes--6493072,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Libertador a Rio,3,USD,200000,95 m²,40 años,2,,https://www.argenprop.com/casa-en-venta-en-san-fernando-vias-libertador-a-rio-4-ambientes--7149443,"Casa en Venta en San Fernando Vias  /  Libertador a Rio, San Fernando"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,118000,46 m²,1,,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7357744,"Departamento en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,123000,38 m²,10 años,Frente,1,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7751969,"Departamento en Venta en San Fernando, Buenos Aires"
Ph,Venta,Buenos Aires,San Fernando,San Fernando,San Fernando Vias  /  Centro,2,USD,182000,120 m²,Con terraza,A Estrenar,1,https://www.argenprop.com/ph-en-venta-en-san-fernando-vias-centro-3-ambientes--6084491,"Ph en Venta en San Fernando Vias  /  Centro, San Fernando"
Terreno,Venta,Buenos Aires,San Fernando,San Fernando,,,USD,1850000,,,,,https://www.argenprop.com/terreno-en-venta-en-san-fernando--5862611,"Terreno en Venta en San Fernando, Buenos Aires"
Departamento,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,109700,1,Frente,1,,https://www.argenprop.com/departamento-en-venta-en-san-fernando-2-ambientes--7444882,"Departamento en Venta en San Fernando, Buenos Aires"
Casa,Venta,Buenos Aires,San Fernando,Countries y Barrios Cerrados San Fernando,Punta Chica Village,4,USD,320000,189 m²,60 años,3,Con dependencia,https://www.argenprop.com/casa-en-venta-en-punta-chica-village-5-ambientes--6198746,"Casa en Venta en Punta Chica Village, Countries y Barrios Cerrados San Fernando"
Casa,Venta,Buenos Aires,San Fernando,San Fernando,,1,USD,150000,60 m²,30 años,1,,https://www.argenprop.com/casa-en-venta-en-san-fernando-2-ambientes--6201425,"Casa en Venta en San Fernando, Buenos Aires"
